road,lrp,model_type,name,lat,lon,length,type,condition
N1,LRP036c,Bridge,CHAR BOUSHEA (2),23.5301519626506,90.6897951837349,8.4,Box Culvert,A
N1,LRP037,Link,Km post missing,23.5301382,90.6984997,1000.0,KmPost,
N1,LRP037a,Bridge,Daudkandi Bridge.,23.5303844733,90.7024402743,1408.8,PC Box,A
N1,LRP038,Link,Km post missing,23.5307493,90.70827779999999,78.00000000000296,KmPost,
N1,LRP038a,Link,Daudkandi bridge,23.5307771,90.70902779999999,354.9999999999969,Bridge,
N1,LRP038b,Link,Start of Comilla road Division / Start of Comilla road Division,23.5313882,90.7153611,426.00000000000193,Others / Others,
N1,LRP038c,Link,Road to Matlab (Z1062),23.531471600000003,90.71722159999999,76.99999999999818,"SideRoad,Right",
N1,LRP038d,Link,Bridge start,23.5315271,90.7173604,17.000000000003013,Bridge,
N1,LRP038e,Link,Bridge end,23.531582699999998,90.7176104,46.999999999997044,Bridge,
N1,LRP039,Link,Km post missing,23.5317216,90.7180271,512.9999999999982,KmPost,
N1,LRP039a,Link,Box culvert,23.532234600000002,90.72262984,487.0000000000019,Culvert,
N1,LRP040,Link,Km post missing,23.532721600000002,90.7269993,1000.0,KmPost,
N1,LRP040b,Bridge,Baldhakhal Bridge,23.5324186,90.7242807234,23.1,RCC Girder Bridge,C
N1,LRP040c,Bridge,MAIS PARA BOX CULVERT,23.5317587831999,90.7291780095,6.0,Box Culvert,B
N1,LRP041,Link,Km post missing,23.528916,90.7356108,654.0000000000034,KmPost,
N1,LRP042,Link,Ctg 214 km,23.528999300000002,90.7419441,966.9999999999987,KmPost,
N1,LRP042a,Link,Bridge start,23.5293882,90.75141670000001,16.999999999995907,Bridge,
N1,LRP042b,Link,Bridge end,23.5293882,90.7515833,24.00000000000091,Bridge,
N1,LRP043,Link,Km post broken,23.529416,90.75175,1000.0,KmPost,
N1,LRP043a,Bridge,Shahid Nagor Bridge,23.5298050611,90.75825325,16.5,RCC Girder Bridge,C
N1,LRP044,Link,Km post Missing,23.5299993,90.7615,1000.0,KmPost,
N1,LRP045,Link,Km post Missing,23.5304438,90.77130490000002,184.99999999999517,KmPost,
N1,LRP045a,Link,Box culvert,23.530499300000002,90.77311040000001,815.0000000000048,Culvert,
N1,LRP046,Link,Km post Missing,23.5308049,90.7811104,52.99999999999727,KmPost,
N1,LRP046a,Link,"Z1402, road to Pennai",23.5307493,90.7816104,66.0000000000096,"SideRoad,Right",
N1,LRP046a,Bridge,SARKAR BARI CULVERT,23.5307655282208,90.7800797251533,3.9,Box Culvert,C
N1,LRP046b,Link,"Z1053, Road to Homna",23.530666,90.7821938,772.9999999999961,"SideRoad,Left",
N1,LRP046c,Link,Box culvert,23.531221600000002,90.78955520000001,107.99999999999699,Culvert,
N1,LRP047,Link,Km post Missing,23.531166,90.79072190000001,954.9999999999983,KmPost,
N1,LRP047a,Link,Z1044,23.530693799999998,90.7924441,45.000000000001705,"SideRoad,Right",
N1,LRP047a,Bridge,AMIRABATH SLAB CULVERT,23.5308683409424,90.7918075171727,6.5,Slab Culvert,C
N1,LRP048,Link,Km post Missing,23.530860399999998,90.80022220000001,402.9999999999987,KmPost,
N1,LRP048a,Link,Bridge start,23.5308882,90.80413890000001,20.000000000003126,Bridge,
N1,LRP048b,Link,Bridge end,23.530916,90.8043611,576.9999999999982,Bridge,
N1,LRP049,Link,Km post Missing,23.5316382,90.8099167,1000.0,KmPost,
N1,LRP049a,Bridge,Ginlatoly bridge,23.5318234765,90.8110155135,15.9,RCC Girder Bridge,A
N1,LRP050,Link,Km post Missing,23.5332493,90.81947159999999,594.0000000000011,KmPost,
N1,LRP050a,Link,Bridge start,23.5346663,90.82497159999998,15.999999999998238,Bridge,
N1,LRP050b,Link,Bridge end,23.534721899999997,90.8251104,390.00000000000057,Bridge,
N1,LRP051,Link,Km post Missing,23.5344997,90.8287216,1000.0,KmPost,
N1,LRP051a,Bridge,RAIPUR BOX CULVERT,23.5329743291,90.8309774761999,12.2,Box Culvert,A
N1,LRP052,Link,Km post Missing,23.529221600000003,90.83652740000001,367.00000000000443,KmPost,
N1,LRP052a,Link,Box culvert,23.5270549,90.8391386,632.9999999999956,Culvert,
N1,LRP053,Link,Km post Missing,23.523166,90.8438886,1000.0,KmPost,
N1,LRP053a,Bridge,AITAL BANGA BOX CULVERT,23.5229166652,90.8442186132,4.5,Box Culvert,C
N1,LRP054,Link,Km post Missing,23.5174993,90.8513889,1000.0,KmPost,
N1,LRP055,Link,Km post Missing,23.5170827,90.8607778,1000.0,KmPost,
N1,LRP056,Link,Km post Missing,23.5135833,90.8697771,64.00000000000006,KmPost,
N1,LRP056a,Bridge,Illiot bazar Bridge,23.510087758207,90.8757204035353,28.9,RCC Girder Bridge,C
N1,LRP056a,Link,Bridge start,23.513305600000002,90.87030490000001,42.00000000000159,Bridge,
N1,LRP056b,Link,Bridge end,23.5131111,90.8706382,101.99999999999676,Bridge,
N1,LRP056c,Link,"Z1042, road to Bancharampur",23.512666699999997,90.871416,792.0000000000016,"SideRoad,Left",
N1,LRP057,Link,Km post Missing,23.508805600000002,90.8778604,1000.0,KmPost,
N1,LRP058,Link,Km post Missing,23.506,90.8869163,922.0000000000041,KmPost,
N1,LRP058a,Link,Box culvert,23.5056111,90.89588859999999,77.99999999999585,Culvert,
N1,LRP059,Link,Km post Missing,23.5056389,90.8966108,1000.0,KmPost,
N1,LRP059a,Bridge,KHAT GHOR BOX CULVERT,23.5060024341,90.9021745389,5.9,Box Culvert,B
N1,LRP060,Link,Km post Missing,23.506277800000003,90.90638890000001,911.0000000000014,KmPost,
N1,LRP060a,Link,Box culvert,23.50575,90.91525,88.99999999999864,Culvert,
N1,LRP061,Link,Km post Missing,23.505722199999997,90.9160278,1000.0,KmPost,
N1,LRP061a,Bridge,BAKRA BOX CULVERT,23.5056131416,90.9214660218,3.0,Box Culvert,B
N1,LRP062,Link,Km post Missing,23.505527800000003,90.92572159999999,1000.0,KmPost,
N1,LRP063,Link,Km post Missing,23.5042778,90.9354163,9.000000000000341,KmPost,
N1,LRP063a,Link,"Z1017, Road to Companiganj",23.504333300000003,90.93547190000001,264.0000000000029,"SideRoad,Left",
N1,LRP063b,Link,Box culvert,23.5038611,90.9371386,351.99999999999676,Culvert,
N1,LRP063c,Link,Box culvert,23.5028611,90.9412774,375.0,Culvert,
N1,LRP064,Link,Km post Missing,23.5020278,90.9448886,999.999999999993,KmPost,
N1,LRP064a,Bridge,MATIA BAZER,23.5024077848,90.9432418928,6.0,Slab Culvert,B
N1,LRP064c,Bridge,SONAPUR BOX CULVERT,23.5013551924,90.9473844088999,3.0,Box Culvert,A
N1,LRP065,Link,Km post Missing,23.499527399999998,90.9541667,1000.0,KmPost,
N1,LRP066,Link,Km post Missing,23.498638600000003,90.96511109999999,274.0000000000151,KmPost,
N1,LRP066a,Link,Box culvert,23.4980552,90.96602779999999,182.99999999999272,Culvert,
N1,LRP067,Link,Ctg 191 km,23.497277399999998,90.9674716,1000.0,KmPost,
N1,LRP067a,Bridge,KARON KHAL SLAB CULVERT,23.495896314,90.9715772516,4.6,Slab Culvert,B
N1,LRP068,Link,Km post Missing,23.4942219,90.97655490000001,694.0000000000026,KmPost,
N1,LRP068a,Link,Box culvert,23.495138600000004,90.9829993,305.9999999999974,Culvert,
N1,LRP068a,Bridge,MILL GHAT BOX CULVERT,23.4932728146,90.9887200416,4.5,Box Culvert,A
N1,LRP069,Link,Km post Missing,23.4942497,90.985833,1000.0,KmPost,
N1,LRP070,Link,Km post Missing,23.491138600000003,90.99502740000001,890.0000000000006,KmPost,
N1,LRP070a,Link,Road to Debiduar (Z1008),23.489444100000004,91.0033056,22.00000000000557,"SideRoad,Left",
N1,LRP070b,Link,Road to Jhalam (Z1022),23.4893886,91.0034722,70.99999999999795,"SideRoad,Right",
N1,LRP071,Link,Ctg 188 km,23.4896108,91.0043056,733.9999999999947,KmPost,
N1,LRP072,Link,"Ctg 188 km,Comilla 20 km",23.4893052,91.01127779999999,84.00000000000318,KmPost,
N1,LRP072a,Link,Bridge start,23.4890552,91.0120278,30.000000000001137,Bridge,
N1,LRP072a,Bridge,Chandinan-Shahapara Bridge.,23.4868805937254,91.017566692647,22.55,RCC Girder Bridge,C
N1,LRP072b,Link,Bridge end,23.4889441,91.01225,197.9999999999933,Bridge,
N1,LRP073,Link,Ctg 187 km,23.488332999999997,91.0140833,1020.0000000000102,KmPost,
N1,LRP074,Link,Km post missing,23.484638600000004,91.0229438,1000.0,KmPost,
N1,LRP075,Link,Km post missing,23.4827771,91.03213819999999,912.9999999999967,KmPost,
N1,LRP075a,Link,Box culvert,23.481166,91.0404441,140.99999999999113,Culvert,
N1,LRP075a,Bridge,CORI PAI BOX CULVERT,23.4817873233065,91.0463348850746,4.6,Box Culvert,B
N1,LRP076,Link,Ctg 184 km,23.481471600000003,91.04197190000001,871.0000000000093,KmPost,
N1,LRP076a,Bridge,COREPAI BOX CULVERT,23.4817498298684,91.0563549686842,4.6,Box Culvert,B
N1,LRP076a,Link,Box culvert,23.4820827,91.0504167,128.99999999999068,Culvert,
N1,LRP077,Link,Km post missing,23.482138199999998,91.0516944,760.0000000000051,KmPost,
N1,LRP077a,Link,Road to Khangsanagar (Z1219) left road to Barua Z1028 right,23.4815271,91.0590278,239.99999999999488,"SideRoad,Left",
N1,LRP077a,Bridge,NIMSHAR SLAB CULVERT,23.480613086,91.0674097692,1.5,Slab Culvert,A
N1,LRP078,Link,Km post missing,23.4815549,91.06136109999998,1000.0,KmPost,
N1,LRP079,Link,Km post missing,23.4801104,91.0706382,944.0000000000026,KmPost,
N1,LRP079a,Link,Box culvert,23.4770827,91.0789993,55.999999999997385,Culvert,
N1,LRP079a,Bridge,KABILA DUBARCHAR SLAB CULVERT,23.4776722851,91.0847406393,1.0,Slab Culvert,C
N1,LRP080,Link,Km post missing,23.4770271,91.07947159999999,1000.0,KmPost,
N1,LRP081,Link,Km post missing,23.4781938,91.0889997,1000.0,KmPost,
N1,LRP081a,Bridge,NAZIRA BOX CULVERT,23.4781159049382,91.1070332074074,3.0,Box Culvert,B
N1,LRP082,Link,Km post missing,23.4775549,91.09866629999999,513.0000000000052,KmPost,
N1,LRP082a,Link,Box culvert,23.4778604,91.1036111,486.99999999999477,Culvert,
N1,LRP083,Link,Km post missing,23.4779993,91.10552779999999,972.0000000000084,KmPost,
N1,LRP083a,Bridge,TIPRA BAZAR BOX CULVERT,23.4794083880733,91.1238920825688,1.4,Box Culvert,A
N1,LRP083a,Link,Box culvert,23.4789438,91.1177216,27.999999999991587,Culvert,
N1,LRP083b,Bridge,AMTOLI SLAB CULVERT,23.479544924,91.129047144,2.9,Slab Culvert,A
N1,LRP084,Link,Km post missing,23.4789716,91.11799930000001,17.000000000010118,KmPost,
N1,LRP084a,Link,Road to Brahmanbaria(N102),23.4789716,91.118166,546.9999999999828,"SideRoad,Left",
N1,LRP084b,Link,Box culvert,23.4793327,91.12347159999999,436.00000000000705,Culvert,
N1,LRP085,Link,Km post missing,23.4800827,91.12763819999999,1000.0,KmPost,
N1,LRP086,Link,Km post missing,23.4767216,91.1364441,1000.0,KmPost,
N1,LRP087,Link,Km post missing,23.468221600000003,91.1394441,1000.0,KmPost,
N1,LRP088,Link,Km post missing,23.459583300000002,91.1421386,68.00000000001205,KmPost,
N1,LRP088a,Link,Cross road Z1029,23.459,91.142333,931.999999999988,CrossRoad,
N1,LRP088a,Bridge,Dhanpur Bridge,23.4436339598272,91.1493668151188,22.85,RCC Girder Bridge,C
N1,LRP089,Link,Km post missing,23.4513056,91.1460552,303.0000000000115,KmPost,
N1,LRP089a,Link,Bridge start,23.448833,91.14713859999999,24.00000000000091,Bridge,
N1,LRP089b,Link,Bridge end,23.448638600000002,91.1472497,209.99999999999375,Bridge,
N1,LRP089c,Link,Cross Road with Z1052,23.446944100000003,91.1481386,462.99999999999386,CrossRoad,
N1,LRP090,Link,Km post missing,23.442527399999996,91.1497774,683.9999999999975,KmPost,
N1,LRP091,Link,Ctg 170 km,23.437388600000002,91.1521944,1000.0,KmPost,
N1,LRP092,Link,Km post missing,23.4288882,91.1553889,980.000000000004,KmPost,
N1,LRP092a,Bridge,Paduar Bazar Bridge,23.4212487704918,91.1678943372365,35.97,RCC Girder Bridge,C
N1,LRP093,Link,Ctg 168 km,23.4236938,91.1626944,28.000000000005798,KmPost,
N1,LRP093a,Link,Bridge start,23.4235827,91.16297220000001,36.99999999999193,Bridge,
N1,LRP093b,Link,Bridge end,23.423416,91.16327779999999,508.0000000000098,Bridge,
N1,LRP093c,Link,Rail Road Crossing,23.421360399999998,91.167666,426.9999999999925,RailRoadCrossing,
N1,LRP094,Link,Km post missing,23.4195271,91.17141600000001,90.00000000000341,KmPost,
N1,LRP094a,Link,Left to Comilla Right to Noakhali,23.4191382,91.1721938,538.0000000000109,CrossRoad,
N1,LRP094a,Bridge,MOSTAPUR RCC GIDER BRIDGE,23.4119324230158,91.1939029849206,27.9,RCC Girder Bridge,B
N1,LRP095,Link,"Ctg 66 km,Feni 52 km",23.4149444,91.1801382,510.9999999999957,KmPost,
N1,LRP095a,Link,Bridge start,23.413111100000002,91.18466629999999,27.999999999991587,Bridge,
N1,LRP095b,Link,Bridge end,23.4130556,91.1849163,461.00000000001273,Bridge,
N1,LRP096,Link,Km post missing,23.4125,91.1893886,1007.9999999999814,KmPost,
N1,LRP097,Link,Ctg 164 km,23.411305600000002,91.19888859999999,1027.0000000000152,KmPost,
N1,LRP098,Link,Ctg 163 km,23.4100833,91.2087778,36.99999999999193,KmPost,
N1,LRP098a,Bridge,Matigara Bridge,23.3976518197887,91.2234221346859,27.35,RCC Girder Bridge,C
N1,LRP098a,Link,Box culvert,23.4100278,91.2090833,979.9999999999898,Culvert,
