road,id,model_type,name,lat,lon,length,condition
N1,58,link,Bridge start,23.650888899999998,90.5826382,41.00000000000037,
N1,59,bridge,DARIKANDI BRIDGE (L),23.6515705663716,90.5814943946902,20.0,B
N1,60,bridge,Darikandi Bridge (L),23.65397226,90.57741042,20.5,A
N1,61,link,Bridge end,23.6506944,90.5829993,620.000000000001,
N1,62,bridge,SONARKALI BRIDGE(L),23.6497543993548,90.5845490085483,24.5,B
N1,63,bridge,Sonakhal Bridge(L),23.6497543993548,90.5845490085483,25.5,A
N1,64,link,Km post missing,23.647610800000002,90.588083,353.9999999999992,
N1,65,bridge,MOLLIK PARA P.C(L),23.6459685949152,90.5892119813559,40.5,B
N1,66,bridge,Mollik para Bridge(L),23.6459685949152,90.5892119813559,40.4,B
N1,67,link,Box culvert,23.644944100000004,90.5899163,643.0000000000007,
N1,68,link,Box culvert,23.6397497,90.5926941,3.0000000000001137,
N1,69,link,Km post missing,23.639694100000003,90.5927219,519.9999999999995,
N1,70,link,Left to Sonargaon (Z1089) Right to Morgrapara ( Z1066),23.6358608,90.5948052,297.9999999999983,
N1,71,bridge,KRIBORDI BOX CULVERT,23.6379543715384,90.5936673976923,6.0,A
N1,72,link,Bridge start,23.634110800000002,90.59702740000002,100.00000000000142,
N1,73,bridge,SHADIPUR BOX CULVERT,23.63380522,90.597394085,10.4,B
N1,74,link,Bridge end,23.6335552,90.5976941,82.00000000000074,
N1,75,link,Km post missing,23.6330549,90.59827740000001,975.0000000000014,
N1,76,link,Box culvert,23.6262771,90.60422220000001,129.999999999999,
N1,77,bridge,Marikhali Bridge(L),23.6284668507692,90.6023015723077,86.92,A
N1,78,bridge,MARIKHALL BRIDGE,23.6284668507692,90.6023015723077,89.2,A
N1,79,link,"Ctg 238 km,Comilla 71 km",23.625221600000003,90.6049722,135.99999999999923,
N1,80,bridge,SANGAKADI CULVERT,23.6198832229508,90.6083528852459,5.5,B
N1,81,link,Bridge start,23.624221600000002,90.60552779999999,228.00000000000153,
N1,82,link,Bridge end,23.6224993,90.6066944,258.9999999999968,
N1,83,link,Bridge start,23.620471600000002,90.6079722,122.00000000000344,
N1,84,link,Bridge end,23.6195271,90.60858329999999,254.999999999999,
N1,85,link,Km post missing,23.6173604,90.6096944,934.9999999999987,
N1,86,bridge,ASHIR CHAR (Right),23.6176407964705,90.6095506105882,224.8,A
N1,87,bridge,Ashariarchar Bridge(L),23.6176407964705,90.6095506105882,214.09,B
N1,88,bridge,ASHIR CHAR ( Left),23.6176407964705,90.6095506105882,213.5,B
N1,89,link,Meghna  bridge,23.6095556,90.6121944,65.00000000000128,
N1,90,bridge,ASHARIR CHAR (L),23.613587384385,90.6109029561497,120.1,A
N1,91,bridge,Ashariachar-2 Bridge.(L),23.613587384385,90.6109029561497,119.48,A
N1,92,link,Km post missing,23.609,90.61247220000001,873.9999999999987,
N1,93,bridge,Meghna Bridge,23.6027595885583,90.6155316965675,924.85,A
N1,94,bridge,MEGHNA BRIDGE,23.6027595885583,90.6155316965675,900.0,C
N1,95,link,Bridge end,23.6018611,90.6159722,126.00000000000122,
N1,96,link,Km post missing,23.6009444,90.6165556,1000.0,
N1,97,link,Km post missing,23.5959997,90.624666,9.99999999999801,
N1,98,link,Box culvert,23.5959441,90.6246938,674.0000000000031,
N1,99,bridge,TATULTALA CULVERT,23.5929818827893,90.6279699370919,5.6,A
N1,100,link,Box culvert,23.5917497,90.6293327,315.999999999999,
N1,101,bridge,BAILAKANDI CULVERT,23.5908088547468,90.6302368598101,5.5,A
N1,102,link,Km post missing,23.5896108,90.6313882,873.9999999999987,
N1,103,link,Bridge start,23.583749700000002,90.6369441,126.00000000000122,
N1,104,bridge,MALUAKANDI CULVEDRT,23.58631812254,90.6345094207093,5.6,A
N1,105,link,Km post missing,23.582832699999997,90.6378886,39.00000000000148,
N1,106,bridge,BHATIR CHAR BRIDGE,23.5779800248475,90.6419193089939,163.5,A
N1,107,link,Bridge end,23.5825827,90.63813859999999,655.9999999999989,
N1,108,link,Bridge start,23.577916000000002,90.6419719,39.00000000000148,
N1,109,bridge,Bhater char Bridge (L),23.5779800248475,90.6419193089939,172.1,A
N1,110,link,Bridge end,23.577610399999998,90.6421108,395.99999999999727,
N1,111,link,Information missing,23.5745271,90.6436941,307.99999999999625,
N1,112,bridge,Anarpara Bridge (L),23.5716306256965,90.6454159236842,29.85,A
N1,113,link,Bridge start,23.572166,90.6451108,46.00000000000648,
N1,114,bridge,ANAR PURA BRIDGE(L),23.5716306256965,90.6454159236842,29.0,A
N1,115,link,Bridge end,23.571832699999998,90.6453052,645.9999999999973,
N1,116,link,Km post missing,23.5666111,90.6481663,367.9999999999985,
N1,117,link,Bridge start,23.5639167,90.6501944,38.000000000000256,
N1,118,bridge,VITIKANDA - ANAR PUR CULVERT,23.5660033956521,90.6486237247282,34.7,A
N1,119,link,Bridge end,23.5636944,90.65047220000001,532.0,
N1,120,link,Bridge start,23.560416699999998,90.6542222,38.000000000000256,
N1,121,link,Bridge end,23.5602222,90.6545,39.00000000000148,
N1,122,link,"Ctg 229 km,Comilla 62 km",23.559972199999997,90.6548056,161.99999999999903,
N1,123,bridge,Alipur bridge(L),23.5591910296296,90.6557475703703,27.4,A
N1,124,bridge,ALIPURA BRIDGE (LEFT),23.5591910296296,90.6557475703703,26.3,B
N1,125,link,Road to Gazara (Z1063),23.559027800000003,90.6559444,412.0000000000026,
N1,126,link,Bridge start,23.5564444,90.6588611,39.99999999999915,
N1,127,link,Bridge end,23.556222199999997,90.6591389,394.99999999999955,
N1,128,link,"Ctg 228 km,Comilla 61 km",23.5538056,90.66197220000001,241.99999999999733,
N1,129,bridge,VOBAR CHAR (L),23.5557082901265,90.6597414245569,29.0,A
N1,130,link,Box culvert,23.5523333,90.66366670000001,582.0000000000007,
N1,131,bridge,Bhaber char Bridge(L),23.5557082901265,90.6597414245569,29.83,A
N1,132,bridge,BOBARCHAR BRIDGE(L),23.5517421907216,90.6643538752577,28.9,A
N1,133,bridge,Baushia Bridge(L),23.5517421907216,90.6643538752577,29.9,A
N1,134,link,"Ctg 227 km,Comilla 60 km",23.548749700000002,90.6678327,223.99999999999665,
N1,135,link,Bridge start,23.5474163,90.6694438,77.00000000000529,
N1,136,bridge,PURRANBUICHE BOX CULVERT,23.5477377446428,90.6690554098214,9.1,A
N1,137,link,Bridge end,23.5469441,90.6699993,442.99999999999784,
N1,138,bridge,NOYAPARA,23.5476246437499,90.669192065625,5.2,A
N1,139,link,Box culvert,23.544221899999997,90.6731104,256.0000000000002,
N1,140,link,Km post missing,23.542583,90.6749438,1000.0,
N1,141,bridge,Madhya Baushia Bridge(L),23.54268543125,90.6748292125,72.49,A
N1,142,bridge,MADHAYA BAUSHIA(L),23.54268543125,90.6748292125,70.0,A
N1,143,bridge,BOCTAR KANDI BOX CULVERT,23.5393910168,90.6784577888,5.1,C
N1,144,link,Km post missing,23.5362497,90.681916,33.99999999999892,
N1,145,link,Bridge start,23.536082999999998,90.6821382,39.99999999999915,
N1,146,bridge,.,23.5327751898617,90.6858701078341,9.5,A
N1,147,link,Bridge end,23.535860800000002,90.68236040000001,274.9999999999986,
N1,148,link,Box culvert,23.534138600000002,90.6843052,651.0000000000034,
N1,149,link,Km post missing,23.5301938,90.688833,664.0000000000015,
N1,150,bridge,BORAKANDI BRIDGE(L),23.5313996605222,90.68744892596,24.5,B
N1,151,bridge,Baushia bazar Bridge( L ),23.5313996605222,90.68744892596,25.45,A
N1,152,link,Daudkandi bridge,23.529916,90.6952219,335.9999999999985,
N1,153,bridge,CHAR BOUSHEA (2),23.5301519626506,90.6897951837349,8.4,A
N1,154,link,Km post missing,23.5301382,90.6984997,1000.0,
N1,155,bridge,Daudkandi Bridge.,23.5303844733,90.7024402743,1408.8,A
N1,156,bridge,Daud Kandi Bridge,23.5303844733,90.7024402743,1408.8,C
N1,157,link,Km post missing,23.5307493,90.70827779999999,78.00000000000296,
N1,158,link,Daudkandi bridge,23.5307771,90.70902779999999,354.9999999999969,
N1,159,link,Start of Comilla road Division / Start of Comilla road Division,23.5313882,90.7153611,426.00000000000193,
N1,160,link,Road to Matlab (Z1062),23.531471600000003,90.71722159999999,76.99999999999818,
N1,161,link,Bridge start,23.5315271,90.7173604,17.000000000003013,
N1,162,link,Bridge end,23.531582699999998,90.7176104,46.999999999997044,
N1,163,link,Km post missing,23.5317216,90.7180271,512.9999999999982,
N1,164,link,Box culvert,23.532234600000002,90.7226298386,487.0000000000019,
N1,165,link,Km post missing,23.532721600000002,90.7269993,1000.0,
N1,166,bridge,BALDHA KHAL RCC GIDER BRIDGE,23.5324186,90.7242807234,21.8,C
N1,167,bridge,Baldhakhal Bridge,23.5324186,90.7242807234,23.1,C
N1,168,bridge,MAIS PARA BOX CULVERT,23.5317587831999,90.7291780095,6.0,B
N1,169,link,Km post missing,23.528916,90.7356108,654.0000000000034,
N1,170,link,Ctg 214 km,23.528999300000002,90.7419441,966.9999999999987,
N1,171,link,Bridge start,23.5293882,90.75141670000001,16.999999999995907,
N1,172,link,Bridge end,23.5293882,90.7515833,24.00000000000091,
N1,173,link,Km post broken,23.529416,90.75175,1000.0,
N1,174,bridge,SHAHID NAGIR,23.5298050611,90.75825325,16.5,C
N1,175,bridge,Shahid Nagor Bridge,23.5298050611,90.75825325,16.5,C
N1,176,link,Km post Missing,23.5299993,90.7615,1000.0,
N1,177,link,Km post Missing,23.5304438,90.77130490000002,184.99999999999517,
N1,178,link,Box culvert,23.530499300000002,90.77311040000001,815.0000000000048,
N1,179,link,Km post Missing,23.5308049,90.7811104,52.99999999999727,
N1,180,bridge,SARKAR BARI CULVERT,23.5307655282208,90.7800797251533,3.9,C
N1,181,link,"Z1402, road to Pennai",23.5307493,90.7816104,66.0000000000096,
N1,182,link,"Z1053, Road to Homna",23.530666,90.7821938,772.9999999999961,
N1,183,link,Box culvert,23.531221600000002,90.78955520000001,107.99999999999699,
N1,184,link,Km post Missing,23.531166,90.79072190000001,954.9999999999983,
N1,185,bridge,AMIRABATH SLAB CULVERT,23.5308683409424,90.7918075171727,6.5,C
N1,186,link,Z1044,23.530693799999998,90.7924441,45.000000000001705,
N1,187,link,Km post Missing,23.530860399999998,90.80022220000001,402.9999999999987,
N1,188,link,Bridge start,23.5308882,90.80413890000001,20.000000000003126,
N1,189,link,Bridge end,23.530916,90.8043611,576.9999999999982,
N1,190,link,Km post Missing,23.5316382,90.8099167,1000.0,
N1,191,bridge,Ginlatoly bridge,23.5318234765,90.8110155135,15.9,A
N1,192,bridge,Ginlatoly,23.5318234765,90.8110155135,15.9,C
N1,193,link,Km post Missing,23.5332493,90.81947159999999,594.0000000000011,
N1,194,link,Bridge start,23.5346663,90.82497159999998,15.999999999998238,
N1,195,link,Bridge end,23.534721899999997,90.8251104,390.00000000000057,
N1,196,link,Km post Missing,23.5344997,90.8287216,1000.0,
N1,197,bridge,RAIPUR BOX CULVERT,23.5329743291,90.8309774761999,12.2,A
N1,198,link,Km post Missing,23.529221600000003,90.83652740000001,367.00000000000443,
N1,199,link,Box culvert,23.5270549,90.8391386,632.9999999999956,
N1,200,link,Km post Missing,23.523166,90.8438886,1000.0,
N1,201,bridge,AITAL BANGA BOX CULVERT,23.5229166652,90.8442186132,4.5,C
N1,202,link,Km post Missing,23.5174993,90.8513889,1000.0,
N1,203,link,Km post Missing,23.5170827,90.8607778,1000.0,
N1,204,link,Km post Missing,23.5135833,90.8697771,64.00000000000006,
N1,205,link,Bridge start,23.513305600000002,90.87030490000001,42.00000000000159,
N1,206,bridge,ILLIOT BAZER,23.510087758207,90.8757204035353,28.9,B
N1,207,bridge,Illiot bazar Bridge,23.510087758207,90.8757204035353,28.9,C
N1,208,link,Bridge end,23.5131111,90.8706382,101.99999999999676,
N1,209,link,"Z1042, road to Bancharampur",23.512666699999997,90.871416,792.0000000000016,
N1,210,link,Km post Missing,23.508805600000002,90.8778604,1000.0,
N1,211,link,Km post Missing,23.506,90.8869163,922.0000000000041,
N1,212,link,Box culvert,23.5056111,90.89588859999999,77.99999999999585,
N1,213,link,Km post Missing,23.5056389,90.8966108,1000.0,
N1,214,bridge,KHAT GHOR BOX CULVERT,23.5060024341,90.9021745389,5.9,B
N1,215,link,Km post Missing,23.506277800000003,90.90638890000001,911.0000000000014,
N1,216,link,Box culvert,23.50575,90.91525,88.99999999999864,
N1,217,link,Km post Missing,23.505722199999997,90.9160278,1000.0,
N1,218,bridge,BAKRA BOX CULVERT,23.5056131416,90.9214660218,3.0,B
N1,219,link,Km post Missing,23.505527800000003,90.92572159999999,1000.0,
N1,220,link,Km post Missing,23.5042778,90.9354163,9.000000000000341,
N1,221,link,"Z1017, Road to Companiganj",23.504333300000003,90.93547190000001,264.0000000000029,
N1,222,link,Box culvert,23.5038611,90.9371386,351.99999999999676,
N1,223,link,Box culvert,23.5028611,90.9412774,375.0,
N1,224,link,Km post Missing,23.5020278,90.9448886,999.999999999993,
N1,225,bridge,MATIA BAZER,23.5024077848,90.9432418928,6.0,B
N1,226,bridge,SONAPUR BOX CULVERT,23.5013551924,90.9473844088999,3.0,A
N1,227,link,Km post Missing,23.499527399999998,90.9541667,1000.0,
N1,228,link,Km post Missing,23.498638600000003,90.96511109999999,274.0000000000151,
N1,229,link,Box culvert,23.4980552,90.96602779999999,182.99999999999272,
N1,230,link,Ctg 191 km,23.497277399999998,90.9674716,1000.0,
N1,231,bridge,KARON KHAL SLAB CULVERT,23.495896314,90.9715772516,4.6,B
N1,232,link,Km post Missing,23.4942219,90.97655490000001,694.0000000000026,
N1,233,link,Box culvert,23.495138600000004,90.9829993,305.9999999999974,
N1,234,bridge,MILL GHAT BOX CULVERT,23.4932728146,90.9887200416,4.5,A
N1,235,link,Km post Missing,23.4942497,90.985833,1000.0,
N1,236,link,Km post Missing,23.491138600000003,90.99502740000001,890.0000000000006,
N1,237,link,Road to Debiduar (Z1008),23.489444100000004,91.0033056,22.00000000000557,
N1,238,link,Road to Jhalam (Z1022),23.4893886,91.0034722,70.99999999999795,
N1,239,link,Ctg 188 km,23.4896108,91.0043056,733.9999999999947,
N1,240,link,"Ctg 188 km,Comilla 20 km",23.4893052,91.01127779999999,84.00000000000318,
N1,241,bridge,Chandinan-Shahapara Bridge.,23.4868805937254,91.017566692647,22.55,C
N1,242,link,Bridge start,23.4890552,91.0120278,30.000000000001137,
N1,243,bridge,CHANDINA- SHAHA PARA RCC GIDER GRIDGE,23.4868805937254,91.017566692647,23.1,C
N1,244,link,Bridge end,23.4889441,91.01225,197.9999999999933,
N1,245,link,Ctg 187 km,23.488332999999997,91.0140833,1020.0000000000102,
N1,246,link,Km post missing,23.484638600000004,91.0229438,1000.0,
N1,247,link,Km post missing,23.4827771,91.03213819999999,912.9999999999967,
N1,248,bridge,CORI PAI BOX CULVERT,23.4817873233065,91.0463348850746,4.6,B
N1,249,link,Box culvert,23.481166,91.0404441,140.99999999999113,
N1,250,link,Ctg 184 km,23.481471600000003,91.04197190000001,871.0000000000093,
N1,251,bridge,COREPAI BOX CULVERT,23.4817498298684,91.0563549686842,4.6,B
N1,252,link,Box culvert,23.4820827,91.0504167,128.99999999999068,
N1,253,link,Km post missing,23.482138199999998,91.0516944,760.0000000000051,
N1,254,link,Road to Khangsanagar (Z1219) left road to Barua Z1028 right,23.4815271,91.0590278,239.99999999999488,
N1,255,bridge,NIMSHAR SLAB CULVERT,23.480613086,91.0674097692,1.5,A
N1,256,link,Km post missing,23.4815549,91.06136109999998,1000.0,
N1,257,link,Km post missing,23.4801104,91.0706382,944.0000000000026,
N1,258,bridge,KABILA DUBARCHAR SLAB CULVERT,23.4776722851,91.0847406393,1.0,C
N1,259,link,Box culvert,23.4770827,91.0789993,55.999999999997385,
N1,260,link,Km post missing,23.4770271,91.07947159999999,1000.0,
N1,261,link,Km post missing,23.4781938,91.0889997,1000.0,
N1,262,bridge,NAZIRA BOX CULVERT,23.4781159049382,91.1070332074074,3.0,B
N1,263,link,Km post missing,23.4775549,91.09866629999999,513.0000000000052,
N1,264,link,Box culvert,23.4778604,91.1036111,486.99999999999477,
N1,265,link,Km post missing,23.4779993,91.10552779999999,972.0000000000084,
N1,266,bridge,TIPRA BAZAR BOX CULVERT,23.4794083880733,91.1238920825688,1.4,A
N1,267,link,Box culvert,23.4789438,91.1177216,27.999999999991587,
N1,268,bridge,AMTOLI SLAB CULVERT,23.479544924,91.129047144,2.9,A
N1,269,link,Km post missing,23.4789716,91.11799930000001,17.000000000010118,
N1,270,link,Road to Brahmanbaria(N102),23.4789716,91.118166,546.9999999999828,
N1,271,link,Box culvert,23.4793327,91.12347159999999,436.00000000000705,
N1,272,link,Km post missing,23.4800827,91.12763819999999,1000.0,
N1,273,link,Km post missing,23.4767216,91.1364441,1000.0,
N1,274,link,Km post missing,23.468221600000003,91.1394441,1000.0,
N1,275,link,Km post missing,23.459583300000002,91.1421386,68.00000000001205,
N1,276,link,Cross road Z1029,23.459,91.142333,931.999999999988,
N1,277,bridge,DHANPUR RCC GIDER BRIDGE,23.4436339598272,91.1493668151188,23.4,A
N1,278,bridge,Dhanpur Bridge,23.4436339598272,91.1493668151188,22.85,C
N1,279,link,Km post missing,23.4513056,91.1460552,303.0000000000115,
N1,280,link,Bridge start,23.448833,91.14713859999999,24.00000000000091,
N1,281,link,Bridge end,23.448638600000002,91.1472497,209.99999999999375,
N1,282,link,Cross Road with Z1052,23.446944100000003,91.1481386,462.99999999999386,
N1,283,link,Km post missing,23.442527399999996,91.1497774,683.9999999999975,
N1,284,link,Ctg 170 km,23.437388600000002,91.1521944,1000.0,
N1,285,link,Km post missing,23.4288882,91.1553889,980.000000000004,
N1,286,bridge,Paduar Bazar Bridge,23.4212487704918,91.1678943372365,35.97,C
N1,287,bridge,PADUAR BAZER RCCGIDER,23.4212487704918,91.1678943372365,35.9,B
N1,288,link,Ctg 168 km,23.4236938,91.1626944,28.000000000005798,
N1,289,link,Bridge start,23.4235827,91.16297220000001,36.99999999999193,
N1,290,link,Bridge end,23.423416,91.16327779999999,508.0000000000098,
N1,291,link,Rail Road Crossing,23.421360399999998,91.167666,426.9999999999925,
N1,292,link,Km post missing,23.4195271,91.17141600000001,90.00000000000341,
N1,293,bridge,MOSTAPUR RCC GIDER BRIDGE,23.4119324230158,91.1939029849206,27.9,B
N1,294,bridge,Mostapur Bridge,23.4119324230158,91.1939029849206,27.35,C
N1,295,link,Left to Comilla Right to Noakhali,23.4191382,91.1721938,538.0000000000109,
N1,296,link,"Ctg 66 km,Feni 52 km",23.4149444,91.1801382,510.9999999999957,
N1,297,link,Bridge start,23.413111100000002,91.18466629999999,27.999999999991587,
N1,298,link,Bridge end,23.4130556,91.1849163,461.00000000001273,
N1,299,link,Km post missing,23.4125,91.1893886,1007.9999999999814,
N1,300,link,Ctg 164 km,23.411305600000002,91.19888859999999,1027.0000000000152,
N1,301,link,Ctg 163 km,23.4100833,91.2087778,36.99999999999193,
N1,302,bridge,Matigara Bridge,23.3976518197887,91.2234221346859,27.35,C
N1,303,link,Box culvert,23.4100278,91.2090833,979.9999999999898,
N1,304,bridge,RAZAPARA RCC GIDER BRIDGE,23.3976518197887,91.2234221346859,27.9,A
N1,305,link,Ctg 162 km,23.4048056,91.2165278,172.00000000001125,
N1,306,link,Bridge start,23.40375,91.2176382,28.999999999996362,
N1,307,link,Bridge end,23.4035556,91.21780490000002,798.9999999999924,
N1,308,link,Km post missing,23.398213447804338,91.22288776581436,1000.0,
N1,309,link,Km post missing,23.391527399999998,91.2292493,10.000000000005116,
N1,310,bridge,Suagazi Bridge.,23.3713647755,91.2450175414999,30.48,A
N1,311,bridge,SUAGAZI RCC GIDER BRIDGE,23.3713647755,91.2450175414999,30.4,A
N1,312,link,Box culvert,23.3914441,91.22930490000002,892.0000000000101,
N1,313,link,Box culvert,23.385082999999998,91.2345552,15.000000000000568,
N1,314,link,Box culvert,23.3849719,91.2346108,82.9999999999842,
N1,315,link,Km post missing,23.3843886,91.2351108,898.0000000000103,
N1,316,link,Bridge start,23.377971600000002,91.2403608,30.000000000001137,
N1,317,link,Bridge end,23.3777493,91.2405274,71.99999999998852,
N1,318,link,Km post missing,23.377166,91.2409163,1000.0,
N1,319,link,Km post missing,23.3695827,91.24627740000001,171.00000000000648,
N1,320,link,Box culvert,23.3683327,91.2471108,903.9999999999964,
N1,321,bridge,Lalbag Bridge.,23.3521636774381,91.2572910746724,22.88,C
N1,322,bridge,LAL BAG RCC GIDER BRIDGE,23.3521636774381,91.2572910746724,22.8,C
N1,323,link,"Ctg 156 km,Feni 43 km",23.3615278,91.2515556,365.99999999999966,
N1,324,bridge,CHANSIRI BOXCUIVERT,23.342671472,91.264485636,14.3,A
N1,325,link,Bridge start,23.3586389,91.25325,24.00000000000091,
N1,326,link,Bridge end,23.3584444,91.2533333,609.9999999999994,
N1,327,link,Km post missing,23.3536944,91.25613890000001,687.0000000000118,
N1,328,link,Box culvert,23.3486386,91.2599444,312.9999999999882,
N1,329,link,Km post missing,23.3463608,91.2616944,1000.0,
N1,330,bridge,MIABAZAR BOX CULVERT,23.3301462324,91.2748792824,24.0,A
N1,331,link,Km post missing,23.3390552,91.26722159999998,444.0000000000168,
N1,332,link,Bridge start,23.3360274,91.2700549,43.99999999999693,
N1,333,link,Bridge end,23.3357219,91.27030490000001,142.99999999998647,
N1,334,link,Road to Harishchar (Z1046),23.334721899999998,91.27116600000001,368.9999999999998,
N1,335,link,Km post missing,23.3321938,91.2734716,1000.0,
N1,336,bridge,NOYA BAZER BOX CULVERT,23.3180696869138,91.2830867321701,9.2,A
N1,337,link,Km post missing,23.3246382,91.278666,73.0000000000075,
N1,338,bridge,DOLL BARI CULVERT,23.3083612731261,91.2865787034735,19.2,B
N1,339,link,Bridge start,23.324166,91.27911040000001,10.000000000005116,
N1,340,link,Bridge end,23.324082699999998,91.279166,916.9999999999874,
N1,341,bridge,DHARMA PUR SLAB CULVERT,23.3034306450331,91.2889770397351,2.6,B
N1,342,link,Km post missing,23.3171382,91.2836941,269.999999999996,
N1,343,bridge,LALGORE BEZER CULVERT,23.2979675271676,91.2910141369942,3.2,A
N1,344,link,Bridge start,23.314944399999998,91.2844719,19.000000000019668,
N1,345,link,Bridge end,23.31475,91.2845552,597.999999999999,
N1,346,link,Box culvert,23.3096389,91.2861386,112.99999999998533,
N1,347,link,Km post missing,23.3086944,91.2864163,547.0000000000113,
N1,348,bridge,SUPUYA BOX CULVERT,23.2897066386454,91.2929584711155,13.4,A
N1,349,link,Box culvert,23.30425,91.288583,452.99999999998875,
N1,350,link,Km post missing,23.3006111,91.29033299999999,519.0000000000197,
N1,351,bridge,BOWCHI BAZAR CULVERT,23.2821949258397,91.2966655096899,4.6,B
N1,352,link,Bridge start,23.296083,91.2914997,13.999999999995794,
N1,353,link,Bridge end,23.295971899999998,91.2915274,466.99999999998454,
N1,354,link,Km post missing,23.2919163,91.2922219,502.00000000000955,
N1,355,bridge,AMAN GONG SLAB CULVERT,23.27301895,91.3029661882,6.3,B
N1,356,link,Box culvert,23.2876663,91.2936386,497.99999999999045,
N1,357,link,Km post missing,23.283583,91.2952219,774.0000000000151,
N1,358,link,Box culvert,23.2787216,91.30027779999999,225.99999999998488,
